id,latitude,longitude,day_of_year,day_of_week,hour,month,pollution_value
3936,-0.369,-78.543,328,2,19,11,3.5
3937,-25.885,28.107,72,0,9,3,5.256
3938,33.651,-84.277,151,2,2,5,9.5
3939,37.43,116.292,221,0,14,8,38.5
3940,35.738,115.062,221,0,14,8,52.5
3941,25.907,114.898,221,0,14,8,15.5
3942,20.535,-103.374,307,5,19,11,44.5
3943,37.892,-122.321,122,1,0,5,11.5
3944,29.297,104.761,221,0,14,8,17.5
3945,47.673,17.601,95,2,22,4,10.5
3946,36.063,-119.599,146,3,8,5,19.5
3947,33.345,-115.968,103,3,3,4,12.0
3948,30.176,120.186,221,0,14,8,35.5
3949,45.017,-123.019,151,2,2,5,6.4
3950,46.831,-111.969,151,2,2,5,8.2
3951,42.865,-2.429,29,0,22,1,12.5
3952,33.055,106.97,221,0,14,8,14.5
3953,40.041,-85.525,151,2,2,5,10.5
3954,52.277,0.25,301,6,3,10,9.5
3955,18.052,-66.677,168,4,15,6,106.3
3956,53.748,-0.333,301,6,3,10,14.5
3957,25.169,99.173,220,6,11,8,8.5
3958,35.72,-120.727,232,4,21,8,12.5
3959,-24.618,30.175,90,4,2,3,5.745
3960,49.046,18.957,214,3,10,8,14.658
3961,35.447,136.758,267,0,10,9,6.5
3962,38.361,34.063,151,2,3,5,16.112000000000002
3963,39.923,116.146,221,0,14,8,17.5
3964,13.842,100.069,188,5,11,7,12.5
3965,35.666,139.636,267,0,10,9,8.5
3966,35.104,136.809,267,0,10,9,7.5
3967,37.757,112.535,221,0,14,8,22.5
3968,42.833,93.513,221,0,14,8,16.5
3969,38.638,-120.984,69,0,18,3,17.4
3970,18.98,72.846,289,6,19,10,65.74000000000001
3971,46.669,4.317,29,0,19,1,11.6
3972,15.885,104.603,188,5,11,7,13.9
3973,34.378,-119.718,150,1,16,5,7.5
3974,33.787,-84.354,150,1,23,5,14.8
3975,35.566,-120.48,45,4,17,2,9.5
3976,35.356,137.215,243,4,9,8,10.5
3977,23.578,116.399,221,0,14,8,17.5
3978,35.067,136.94,267,0,10,9,8.5
3979,36.026,139.799,267,0,10,9,4.5
3980,-33.99,18.666,355,2,9,12,18.057000000000002
3981,23.345,113.218,221,0,14,8,12.5
3982,36.913,-119.993,151,2,2,5,9.5
3983,47.732,-3.378,29,0,20,1,20.4
3984,34.752,134.863,267,0,10,9,5.5
3985,24.364,102.506,221,0,14,8,10.5
3986,35.748,140.046,267,0,10,9,8.5
3987,32.2,130.778,267,0,10,9,8.5
3988,49.994,21.968,365,0,15,12,39.1
3989,34.27,135.134,267,0,10,9,13.5
3990,31.881,106.769,221,0,14,8,11.5
3991,35.478,139.346,267,0,10,9,9.5
3992,34.914,135.717,267,0,10,9,7.5
3993,45.863,-120.773,284,5,9,10,9.5
3994,37.638,-118.983,150,1,12,5,16.5
3995,29.735,120.242,221,0,14,8,32.5
3996,40.622,109.834,221,0,14,8,16.5
3997,19.293,-99.054,242,2,15,8,9.5
3998,23.748,113.112,221,0,14,8,11.5
3999,34.7,133.941,267,0,10,9,5.5
4000,9.921,-84.098,151,2,3,5,17.5
4001,24.267,109.479,221,0,14,8,23.5
4002,44.008,20.901,213,2,10,7,9.7321666666667
4003,37.406,-118.388,182,6,7,7,5.5
4004,37.052,35.314,151,2,3,5,18.347
4005,36.612,116.982,221,0,14,8,59.5
4006,45.94,126.619,221,0,14,8,20.5
4007,34.783,134.68,267,0,10,9,5.5
4008,32.138,118.762,221,0,14,8,30.5
4009,21.942,111.962,221,0,14,8,11.5
4010,36.62,109.445,221,0,14,8,5.5
4011,29.397,113.11,221,0,14,8,20.5
4012,28.702,77.323,304,0,3,10,290.5
4013,41.322,-111.032,38,2,16,2,24.0
4014,43.038,141.431,267,0,10,9,7.5
4015,41.068,-104.483,148,6,1,5,3.5
4016,47.627,1.307,29,0,20,1,9.5
4017,38.12,-122.222,145,3,22,5,9.5
4018,55.829,-4.202,301,6,3,10,10.5
4019,14.183,101.247,188,5,11,7,15.6
4020,39.077,-84.167,151,2,2,5,6.4
4021,38.811,-119.801,286,4,20,10,21.5
4022,40.134,-80.268,74,3,15,3,12.3
4023,35.276,135.157,267,0,10,9,6.5
4024,-26.642,29.216,89,3,21,3,3.5
4025,44.831,11.624,127,2,2,5,11.5
4026,38.94,-119.938,137,1,20,5,20.1
4027,31.785,120.004,221,0,14,8,37.5
4028,46.798,14.838,64,0,13,3,17.85999965
4029,39.437,75.912,221,0,14,8,17.5
4030,17.267,78.199,119,1,12,4,20.5
4031,59.937,10.593,169,4,3,6,30.2
4032,20.902,-156.476,151,2,2,5,3.5
4033,35.8,139.759,267,0,10,9,5.5
4034,27.808,-97.475,150,1,10,5,3.5
4035,35.12,118.359,221,0,14,8,44.5
4036,4.762,-74.077,91,4,8,4,26.46335
4037,30.715,117.606,221,0,14,8,51.5
4038,37.638,-118.983,164,0,2,6,147.5
4039,43.208,-79.2,198,0,20,7,27.5
4040,36.099,139.649,267,0,10,9,7.5
4041,48.279,18.079,191,1,17,7,52.476
4042,30.138,-85.78,150,1,22,5,12.0
4043,13.144,80.218,304,0,5,10,123.35
4044,34.785,137.97,206,2,6,7,17.5
4045,47.327,-124.299,2,0,16,1,4.9
4046,35.081,111.063,221,0,14,8,18.5
4047,32.603,-115.506,90,4,18,3,30.2908322
4048,40.265,122.07,221,0,14,8,17.5
4049,32.629,116.593,221,0,14,8,23.5
4050,37.334,120.386,221,0,14,8,45.5
4051,25.423,119.009,221,0,14,8,18.5
4052,53.51,-2.261,292,3,23,10,9.130000114440918
4053,35.067,-87.444,165,1,5,6,16.5
4054,54.568,-1.287,301,6,3,10,9.5
4055,13.511,99.807,188,5,11,7,15.6
4056,32.702,-97.068,338,1,18,12,10.6
4057,38.986,117.731,221,0,14,8,24.5
4058,36.919,-95.59,151,2,2,5,17.7
4059,18.191,97.894,153,5,9,6,10.4
4060,41.716,86.123,221,0,14,8,28.5
4061,40.306,-80.205,278,2,16,10,7.4
4062,36.196,113.097,221,0,14,8,25.5
4063,34.901,135.737,267,0,10,9,3.5
4064,36.711,-119.069,87,1,6,3,5.5
4065,38.275,-119.232,230,5,9,8,15.5
4066,21.497,-104.836,214,2,21,8,6.5
4067,32.877,115.782,366,3,19,12,30.5
4068,42.808,-71.126,151,2,2,5,12.5
4069,44.04,-116.972,151,2,2,5,6.2
4070,22.611,114.344,221,0,14,8,9.5
4071,24.79,102.844,221,0,14,8,23.5
4072,34.441,135.474,267,0,10,9,4.5
4073,35.427,139.657,267,0,10,9,8.5
4074,47.351,5.111,29,0,19,1,22.9
4075,37.406,121.595,221,0,14,8,33.5
4076,32.492,130.025,267,0,10,9,10.5
4077,46.223,14.343,214,3,10,8,17.08
4078,33.562,119.02,221,0,14,8,34.5
4079,38.876,121.601,221,0,14,8,45.5
4080,35.426,139.46,267,0,10,9,12.5
4081,26.882,80.98,304,0,4,10,120.4
4082,18.933,98.9,188,5,11,7,12.591797590255736
4083,40.641,109.829,221,0,14,8,17.5
4084,37.327,126.737,193,3,19,7,31.5
4085,39.281,140.53,267,0,10,9,6.5
4086,34.266,108.718,221,0,14,8,19.5
4087,37.808,-118.465,182,1,22,6,55.5
4088,40.3,-74.725,150,1,7,5,15.8
4089,-28.774,31.997,151,2,2,5,11.5
4090,6.904,79.843,150,1,10,5,15.5
4091,38.785,-119.786,280,4,1,10,9.5
4092,35.483,-78.397,224,0,18,8,10.5
4093,-37.842,147.697,9,3,4,1,24.8
4094,50.938,3.13,348,4,15,12,27.47
4095,35.725,139.626,267,0,10,9,7.5
4096,11.83,75.372,289,6,18,10,42.65
4097,36.183,139.551,267,0,10,9,5.5
4098,42.365,-2.063,29,0,22,1,20.5
4099,34.667,135.567,267,0,10,9,5.5
4100,45.947,-66.654,89,3,18,3,6.5
4101,35.085,136.901,267,0,10,9,10.5
4102,34.862,136.497,267,0,10,9,7.5
4103,33.925,133.222,267,0,10,9,12.5
4104,35.907,127.695,193,3,19,7,15.5
4105,,,242,1,4,8,4.5
4106,16.396,103.572,164,1,3,6,15.2
4107,45.399,-71.959,167,4,13,6,25.0
4108,34.946,137.466,267,0,10,9,5.5
4109,35.508,139.716,149,1,4,5,7.5
4110,41.492,-122.381,330,1,19,11,19.5
4111,47.446,-117.51,151,2,2,5,5.0
4112,48.349,16.684,213,1,15,8,9.64999961
4113,-27.394,153.208,343,3,3,12,5.5
4114,29.28,-98.265,150,1,10,5,9.5
4115,46.682,16.233,214,3,10,8,13.78
4116,35.659,140.341,267,0,10,9,8.5
4117,35.849,140.691,267,0,10,9,8.5
4118,43.884,125.237,221,0,14,8,27.5
4119,37.901,140.807,267,0,10,9,6.5
4120,38.541,-121.444,145,2,4,5,6.5
4121,45.124,18.041,158,1,11,6,15.6
4122,34.674,137.749,267,0,10,9,9.5
4123,44.06,12.424,127,2,2,5,9.5
4124,34.986,127.454,193,3,19,7,11.5
4125,25.016,121.04,137,0,8,5,14.5
4126,40.059,-75.011,151,2,2,5,31.7
4127,45.515,-98.52,151,2,2,5,12.1
4128,46.482,-84.327,59,3,23,2,11.5
4129,31.849,131.343,267,0,10,9,7.5
4130,30.035,103.873,221,0,14,8,15.5
4131,42.177,-87.803,151,2,2,5,13.5
4132,45.541,127.013,221,0,14,8,7.5
4133,29.549,-82.259,150,1,14,5,11.7
4134,35.952,139.314,267,0,10,9,6.5
4135,19.597,98.971,156,1,5,6,8.1
4136,51.057,2.409,115,2,3,4,6.029999999999999
4137,35.714,140.06,267,0,10,9,5.5
4138,19.817,75.294,304,0,4,10,66.52000000000001
4139,13.767,100.717,188,5,11,7,17.2
4140,-18.912,47.493,151,2,2,5,8.5
4141,41.516,-96.178,145,2,1,5,10.5
4142,45.474,-122.443,130,3,20,5,5.7
4143,36.39,139.021,267,0,10,9,18.5
4144,28.467,-16.294,244,5,0,8,9.5
4145,34.458,100.213,221,0,14,8,24.5
4146,34.17,108.966,221,0,14,8,18.5
4147,40.641,122.21,41,2,5,2,68.5
4148,37.029,37.785,319,1,17,11,22.46
4149,50.796,-1.04,47,3,3,2,11.5
4150,34.42,135.335,267,0,10,9,3.5
4151,45.619,-73.508,16,2,18,1,8.0
4152,36.401,140.541,267,0,10,9,3.5
4153,-11.86,-77.044,106,0,22,4,4.92
4154,41.015,28.78,122,1,11,5,41.325
4155,44.005,-92.482,151,2,2,5,15.2
4156,17.63,100.079,175,3,2,6,15.5
4157,13.775,100.54,154,6,4,6,11.6
4158,44.561,-109.093,150,1,11,5,6.2
4159,33.526,114.034,366,3,19,12,31.5
4160,47.189,23.911,251,5,1,9,14.2663994
4161,33.0,130.453,267,0,10,9,8.5
4162,53.026,-122.535,203,3,0,7,7.7
4163,34.673,135.646,267,0,10,9,8.5
4164,39.29,-76.623,150,1,16,5,14.5
4165,33.791,130.737,267,0,10,9,11.5
4166,29.488,77.043,304,0,4,10,93.0
4167,47.792,14.428,64,0,13,3,5.63499999
4168,43.085,141.358,267,0,10,9,6.5
4169,24.493,114.633,221,0,14,8,19.5
4170,34.847,117.317,221,0,14,8,34.5
4171,13.781,100.539,188,5,11,7,18.3
4172,28.728,77.269,304,0,5,10,227.5
4173,17.404,78.548,304,0,5,10,27.55
4174,30.795,111.376,221,0,14,8,6.5
4175,51.286,4.52,10,2,11,1,13.37
4176,17.138,104.147,175,3,2,6,21.5
4177,34.396,107.234,221,0,14,8,21.5
4178,41.516,-96.178,145,2,6,5,5.5
4179,43.949,125.324,221,0,14,8,24.5
4180,-25.714,28.679,39,2,8,2,6.289
4181,19.107,72.89,358,4,7,12,41.5
4182,37.477,111.113,221,0,14,8,10.5
4183,41.548,-90.579,184,0,16,7,14.5
4184,34.911,-120.471,151,2,2,5,7.5
4185,41.866,123.899,221,0,14,8,28.5
4186,47.453,-121.817,151,2,2,5,7.3
4187,38.455,-121.394,265,3,20,9,3.5
4188,36.526,136.663,267,0,10,9,5.5
4189,23.06,112.452,221,0,14,8,17.5
4190,36.887,-121.726,336,1,20,12,9.5
4191,45.27,-117.788,151,2,2,5,7.0
4192,24.137,120.713,137,0,8,5,10.5
4193,31.187,30.046,268,0,18,9,38.5
4194,45.052,-74.745,228,3,14,8,19.5
4195,35.299,-120.613,145,2,5,5,24.5
4196,-26.144,29.469,150,1,0,5,3.5
4197,37.407,-119.978,246,4,22,9,9.0
4198,33.961,113.807,221,0,14,8,18.5
4199,38.873,-77.05,151,2,2,5,18.5
4200,13.648,100.566,188,5,11,7,18.4
4201,36.107,138.049,267,0,10,9,5.5
4202,38.809,-77.143,151,2,2,5,22.8
4203,34.054,113.801,221,0,14,8,17.5
4204,36.939,136.754,267,0,10,9,4.5
4205,35.855,119.995,221,0,14,8,39.5
4206,29.591,106.382,221,0,14,8,29.5
4207,-25.661,27.896,151,2,2,5,20.868
4208,34.018,-117.436,119,5,13,4,15.4
4209,35.175,-89.822,151,2,2,5,11.5
4210,34.78,135.802,267,0,10,9,6.5
4211,38.78,-120.568,63,1,3,3,4.4
4212,36.213,117.104,366,3,19,12,33.5
4213,20.038,-99.296,174,5,1,6,13.17177777777777
4214,35.667,139.771,267,0,10,9,7.5
4215,32.61,131.64,267,0,10,9,7.5
4216,29.722,76.959,304,0,4,10,162.93
4217,42.851,-85.839,150,1,23,5,15.3
4218,42.283,-85.565,150,1,23,5,15.2
4219,40.603,-74.254,150,1,23,5,40.9
4220,34.816,133.727,267,0,10,9,9.5
4221,38.924,139.872,267,0,10,9,7.5
4222,41.669,-91.485,151,2,2,5,12.7
4223,26.648,106.75,221,0,14,8,22.5
4224,22.631,114.154,221,0,14,8,15.5
4225,37.597,-77.451,145,2,5,5,7.5
4226,40.741,-122.207,168,1,1,6,3.5
4227,47.747,-116.805,357,0,19,12,5.5
4228,28.621,77.297,289,6,19,10,94.5
4229,41.853,-75.667,285,2,18,10,11.8
4230,36.198,137.954,267,0,10,9,8.5
4231,61.04,28.14,356,2,13,12,6.5
4232,33.579,114.05,221,0,14,8,24.5
4233,51.197,-0.187,257,4,22,9,8.5
4234,35.933,139.484,267,0,10,9,6.5
4235,38.94,-119.938,145,2,18,5,17.7
4236,-37.778,144.806,95,2,6,4,14.57
4237,24.957,121.441,137,0,8,5,18.5
4238,36.152,-115.139,151,2,2,5,9.8
4239,31.201,118.235,221,0,14,8,38.5
4240,29.991,120.816,221,0,14,8,36.5
4241,35.139,138.703,267,0,10,9,10.5
4242,41.094,-123.657,340,4,2,12,12.5
4243,37.99,114.57,221,0,14,8,26.5
4244,22.972,113.772,221,0,14,8,13.5
4245,31.339,-110.989,151,2,2,5,7.9
4246,26.42,80.286,304,0,5,10,212.5
4247,33.39,-94.113,150,1,10,5,30.5
4248,23.029,120.236,137,0,8,5,9.5
4249,34.521,133.637,267,0,10,9,8.5
4250,52.984,-1.099,30,1,19,1,17.5
4251,39.139,-75.471,145,2,14,5,10.0
4252,42.289,-83.12,150,1,23,5,11.7
4253,36.14,139.399,267,0,10,9,12.5
4254,47.591,18.987,95,2,22,4,12.5
4255,48.129,17.146,214,3,10,8,13.945
4256,14.578,-61.044,333,2,21,11,10.4
4257,40.388,-3.802,29,0,23,1,21.5
4258,39.264,-84.652,151,2,2,5,3.8
4259,34.431,132.422,267,0,10,9,15.5
4260,38.226,-121.68,60,1,18,3,12.5
4261,49.988,19.997,1,2,0,1,23.6253
4262,37.195,127.03,165,3,23,6,22.5
4263,57.635,18.329,214,3,10,8,6.81395
4264,38.91,-119.727,151,2,2,5,23.5
4265,38.831,-0.661,184,1,10,7,7.5
4266,38.976,-95.676,151,2,2,5,11.3
4267,-34.072,150.458,327,2,2,11,3.5
4268,40.85,-121.643,256,0,19,9,62.8
4269,25.283,110.367,221,0,14,8,22.5
4270,41.684,125.97,221,0,14,8,19.5
4271,35.135,127.182,104,5,1,4,16.5
4272,45.017,-123.019,272,3,23,9,5.1
4273,44.803,20.48,214,3,11,8,9.251578947368401
4274,27.68,113.869,221,0,14,8,10.5
4275,53.335,-6.317,29,0,21,1,16.21
4276,49.045,19.322,214,3,10,8,24.421
4277,34.998,135.981,267,0,10,9,6.5
4278,38.39,106.476,221,0,14,8,15.5
4279,41.689,123.249,221,0,14,8,17.5
4280,34.764,114.326,81,4,9,3,32.5
4281,19.121,-98.258,358,0,20,12,14.7729217833333
4282,29.615,91.124,221,0,14,8,5.5
4283,42.014,121.649,221,0,14,8,60.5
4284,32.839,-80.001,140,4,12,5,15.2
4285,33.432,133.255,267,0,10,9,7.5
4286,21.282,110.296,221,0,14,8,20.5
4287,40.824,-111.923,151,2,2,5,9.3
4288,17.491,78.325,304,0,5,10,50.64
4289,31.581,130.514,267,0,10,9,7.5
4290,32.839,-80.001,140,4,4,5,16.1
4291,31.139,120.62,221,0,14,8,29.5
4292,51.518,0.669,301,6,3,10,13.5
4293,47.175,27.587,29,0,23,1,67.47111111000001
4294,40.778,-73.947,151,2,2,5,27.6
4295,43.601,7.045,29,0,20,1,15.0
4296,40.492,-78.345,151,2,2,5,12.6
4297,13.423,77.762,304,0,5,10,69.5
4298,39.764,-84.179,151,2,2,5,7.3
4299,28.939,77.191,31,0,7,1,236.5
4300,33.619,114.002,221,0,14,8,23.5
4301,32.76,-115.591,67,2,1,3,6.7
4302,46.709,-92.491,151,2,2,5,12.4
4303,35.743,138.71,267,0,10,9,18.5
4304,39.527,-122.236,151,2,2,5,8.5
4305,51.793,15.716,1,2,1,1,150.767
4306,32.091,118.816,221,0,14,8,32.5
4307,35.099,118.405,221,0,14,8,40.5
4308,36.301,139.713,267,0,10,9,6.5
4309,-24.108,29.032,149,0,7,5,8.866
4310,31.796,-106.551,320,1,19,11,9.9
4311,34.918,135.73,267,0,10,9,8.5
4312,23.717,120.676,137,0,8,5,22.5
4313,33.423,132.434,267,0,10,9,7.5
4314,23.18,112.574,221,0,14,8,10.5
4315,40.511,-122.522,170,3,10,6,9.5
4316,25.003,121.556,137,0,8,5,21.5
4317,28.643,77.082,289,6,17,10,71.5
4318,30.099,103.948,366,3,19,12,52.5
4319,39.678,-75.723,150,1,23,5,16.9
4320,41.35,123.847,221,0,14,8,11.5
4321,44.505,26.023,252,6,1,9,8.937622000000001
4322,40.825,-73.927,151,2,2,5,20.0
4323,33.177,131.437,267,0,9,9,18.5
4324,43.3,-123.136,290,1,2,10,6.0
4325,23.869,78.78,289,6,18,10,35.64
4326,31.385,-109.573,6,0,19,1,5.5
4327,51.18,-0.18,32,1,14,2,6.1
4328,41.8,123.482,221,0,14,8,17.5
4329,36.702,138.18,267,0,10,9,7.5
4330,38.526,32.458,151,2,3,5,5.434
4331,43.129,-75.189,151,2,2,5,10.0
4332,23.408,113.307,221,0,14,8,10.5
4333,16.466,103.488,188,5,11,7,26.3
4334,36.655,136.861,267,0,10,9,7.5
4335,20.619,-103.297,157,2,18,6,128.2
4336,29.867,-94.275,150,1,10,5,19.5
4337,40.958,115.325,221,0,14,8,15.5
4338,51.936,14.008,64,0,12,3,39.5
4339,53.242,20.142,366,1,13,12,17.2
4340,46.706,-117.205,151,2,2,5,7.5
4341,31.953,118.82,221,0,14,8,27.5
4342,-25.975,28.894,116,2,0,4,10.758
4343,61.348,-149.552,207,4,1,7,9.5
4344,39.985,32.568,151,2,3,5,19.981
4345,1.375,103.987,214,3,10,8,11.5
4346,50.401,124.104,221,0,14,8,10.5
4347,43.654,-72.974,151,2,2,5,9.5
4348,-0.159,-78.502,328,2,19,11,3.5
4349,34.902,137.122,267,0,10,9,9.5
4350,47.642,-103.217,150,1,10,5,6.4
4351,41.185,40.974,151,2,3,5,14.582
4352,47.579,-122.347,151,2,2,5,10.8
4353,13.695,100.511,188,5,1,7,18.5
4354,28.661,77.281,304,0,4,10,191.5
4355,28.009,120.66,221,0,14,8,21.5
4356,35.593,135.868,267,0,10,9,6.5
4357,41.431,-106.813,338,2,21,12,7.5
4358,41.276,123.697,221,0,14,8,24.5
4359,44.362,-96.789,151,2,2,5,7.6
4360,34.474,133.214,267,0,10,9,5.5
4361,6.23,-75.535,101,2,23,4,4.254362
4362,39.459,-75.03,150,1,23,5,18.2
4363,34.947,134.941,267,0,10,9,3.5
4364,27.813,114.34,221,0,14,8,13.5
4365,43.74,142.349,267,0,10,9,6.5
4366,26.221,111.657,221,0,14,8,17.5
4367,25.47,78.607,304,0,5,10,3.5
4368,40.617,-74.159,151,2,2,5,5.3
4369,32.55,120.17,221,0,14,8,34.5
4370,47.171,-120.936,12,2,18,1,5.6
4371,32.839,-80.001,142,6,20,5,19.8
4372,16.997,99.857,183,5,11,7,8.5
4373,30.041,104.07,221,0,14,8,7.5
4374,29.017,77.019,289,6,19,10,60.07
4375,27.837,113.084,221,0,14,8,10.5
4376,17.702,83.32,304,0,5,10,69.5
4377,35.299,-120.613,145,2,8,5,20.5
4378,46.04,14.544,214,3,10,8,15.02
4379,41.459,-82.085,270,0,19,9,10.2
4380,51.187,4.35,4,3,6,1,22.5
4381,48.044,14.811,213,1,15,8,8.30000019
4382,29.163,-81.046,150,1,14,5,15.1
4383,35.559,-120.508,77,3,9,3,7.5
4384,37.008,117.187,221,0,14,8,66.5
4385,34.273,134.057,267,0,10,9,6.5
4386,36.831,139.88,267,0,10,9,6.5
4387,34.545,135.471,267,0,10,9,5.5
4388,39.712,-105.15,205,2,16,7,7.5
4389,52.205,20.968,8,6,10,1,184.5
4390,40.08,113.271,221,0,14,8,11.5
4391,37.79,-119.571,145,2,15,5,11.5
4392,39.495,-84.362,138,4,21,5,9.1
4393,50.014,8.245,29,0,22,1,47.24649811
4394,47.732,17.699,324,0,14,11,22.5
4395,36.313,139.828,267,0,9,9,4.5
4396,8.999,7.48,282,6,23,10,24.8
4397,35.674,140.183,267,0,10,9,5.5
4398,41.046,117.955,221,0,14,8,26.5
4399,51.771,14.372,356,2,14,12,25.2
4400,35.186,136.881,267,0,10,9,9.5
4401,41.058,122.906,221,0,14,8,25.5
4402,-37.624,144.892,130,0,19,5,5.73
4403,28.498,-16.316,291,3,16,10,6.5
4404,39.349,22.968,29,0,22,1,40.5
4405,32.839,-80.001,140,4,15,5,16.2
4406,34.37,132.456,267,0,10,9,8.5
4407,-33.726,25.666,150,1,12,5,8.716999999999999
4408,45.419,-123.809,144,2,21,5,7.2
4409,35.163,136.919,267,0,10,9,8.5
4410,43.852,16.976,284,3,17,10,7.879
4411,35.275,115.493,366,3,19,12,34.5
4412,43.019,-87.898,151,2,2,5,16.6
4413,55.629,12.995,214,3,10,8,8.55
4414,51.231,4.4,29,0,12,1,15.72
4415,35.037,118.334,221,0,14,8,36.5
4416,23.234,113.764,221,0,14,8,13.5
4417,48.038,16.322,64,0,13,3,12.25
4418,38.666,-120.628,35,1,23,2,9.0
4419,51.855,-8.412,71,0,15,3,14.2
4420,35.523,139.36,267,0,10,9,13.5
4421,41.516,-96.178,141,5,23,5,5.5
4422,35.543,139.686,267,0,10,9,5.5
4423,42.148,-72.615,151,2,2,5,11.5
4424,41.521,-90.581,151,2,2,5,9.9
4425,48.214,-117.037,251,4,0,9,291.5
4426,34.208,-119.146,150,1,16,5,7.5
4427,39.655,-121.629,309,1,22,11,7.5
4428,58.621,16.208,214,3,10,8,5.90325
4429,13.684,100.304,158,3,14,6,21.0
4430,34.609,133.847,267,0,10,9,3.5
4431,41.989,-112.219,278,3,16,10,8.6
4432,38.811,-119.801,320,3,22,11,4.5
4433,4.643,-74.146,314,2,19,11,14.1
4434,6.194,-75.637,249,3,16,9,24.5
4435,53.831,-1.507,301,6,3,10,11.5
4436,37.551,111.13,221,0,14,8,15.5
4437,30.345,114.868,221,0,14,8,32.5
4438,36.66,101.7,221,0,14,8,27.5
4439,27.933,-82.463,151,2,2,5,16.9
4440,33.858,-118.167,151,2,2,5,10.8
4441,38.739,35.417,151,2,3,5,13.308
4442,33.431,129.818,267,0,10,9,8.5
4443,14.063,100.629,188,5,11,7,14.2
4444,31.349,118.888,221,0,14,8,39.5
4445,37.802,120.849,351,2,2,12,29.5
4446,16.66,-96.86,245,6,14,9,6.5
4447,35.713,114.257,221,0,14,8,64.5
4448,35.589,139.567,267,0,10,9,7.5
4449,26.871,100.205,221,0,14,8,10.5
4450,40.881,31.093,151,2,3,5,5.296
4451,-26.598,29.073,123,2,9,5,3.5
4452,34.805,-89.941,151,2,2,5,14.7
4453,37.417,129.193,193,3,17,7,15.5
4454,26.232,78.149,258,3,1,9,8.04
4455,40.289,-76.397,10,4,13,1,9.3
4456,32.346,119.367,221,0,14,8,45.5
4457,22.652,120.278,137,0,8,5,12.5
4458,12.987,77.53,304,0,4,10,54.05
4459,44.328,-100.281,151,2,2,5,5.4
4460,20.98,105.806,151,2,3,5,39.5
4461,19.895,99.822,188,5,11,7,14.7
4462,45.367,-118.134,256,0,22,9,9.8
4463,36.686,116.977,6,0,8,1,122.5
4464,33.867,130.799,267,0,10,9,8.5
4465,12.673,101.365,188,5,2,7,11.0
4466,41.709,-76.476,299,2,16,10,4.0
4467,36.594,36.144,151,2,3,5,20.949
4468,34.831,108.982,221,0,14,8,29.5
4469,34.219,-97.493,151,2,2,5,14.7
4470,42.306,123.844,366,3,19,12,14.5
4471,35.456,133.274,267,0,10,9,7.5
4472,40.742,120.88,221,0,14,8,40.5
4473,27.771,114.916,60,4,11,3,32.5
4474,-0.054,-78.484,328,2,19,11,3.5
4475,-33.91,18.868,208,2,9,7,3.9939999999999998
4476,31.211,120.596,221,0,14,8,37.5
4477,32.402,-84.969,9,0,21,1,5.5
4478,35.02,138.412,267,0,10,9,8.5
4479,19.512,-99.025,181,4,16,6,7.5
4480,26.059,-80.362,151,2,2,5,8.7
4481,38.746,35.523,299,2,21,10,19.055
4482,28.179,112.878,221,0,14,8,18.5
4483,42.665,21.112,146,4,1,5,13.1
4484,30.221,119.664,221,0,14,8,38.5
4485,35.877,140.408,267,0,10,9,6.5
4486,34.264,117.174,221,0,14,8,23.5
4487,37.827,112.555,221,0,14,8,24.5
4488,36.696,140.118,267,0,9,9,5.5
4489,36.793,137.006,267,0,10,9,6.5
4490,25.697,-80.364,289,5,6,10,13.2
4491,33.884,115.801,221,0,14,8,22.5
4492,40.363,116.587,221,0,14,8,12.5
4493,28.622,77.272,53,3,0,2,274.5
4494,38.294,140.945,267,0,10,9,10.5
4495,35.003,138.439,267,0,10,9,9.5
4496,50.511,17.988,5,4,11,1,17.2024
4497,37.597,-77.451,140,4,9,5,16.9
4498,17.88,102.563,188,5,11,7,20.326388756434124
4499,36.002,136.152,267,0,10,9,5.5
4500,31.37,119.489,221,0,14,8,29.5
4501,41.308,36.323,151,2,3,5,13.132
4502,44.511,-67.592,57,6,18,2,18.4
4503,25.421,86.438,304,0,4,10,108.5
4504,63.822,20.253,214,3,10,8,5.357
4505,42.915,-122.106,318,0,21,11,7.3
4506,34.909,-95.826,151,2,2,5,19.9
4507,38.195,-120.646,108,3,20,4,8.5
4508,45.591,13.739,214,3,10,8,14.5
4509,22.625,120.482,137,0,8,5,23.5
4510,37.349,-120.448,151,2,2,5,9.6
4511,48.795,3.063,29,0,20,1,15.3
4512,32.365,-111.08,151,2,2,5,4.5
4513,34.937,132.058,267,0,10,9,8.5
4514,47.113,-119.23,151,2,2,5,6.9
4515,36.158,-118.61,291,2,23,10,20.5
4516,34.438,-119.251,150,1,23,5,8.5
4517,41.41,-81.517,147,1,17,5,18.8
4518,-22.103,-70.15,56,3,0,2,9.693999999999999
4519,34.601,135.394,267,0,10,9,8.5
4520,28.998,111.724,221,0,14,8,9.5
4521,-29.932,30.983,150,1,21,5,36.282
4522,45.487,-122.642,151,2,2,5,5.8
4523,34.754,135.381,267,0,10,9,13.5
4524,-25.587,27.098,142,0,6,5,34.5
4525,31.133,104.405,221,0,14,8,15.5
4526,19.255,72.915,304,0,5,10,60.5
4527,45.523,-122.585,165,1,7,6,5.5
4528,28.781,77.167,304,0,3,10,293.5
